drug,system,drpt_importance_score,drpt_importance_p_bonferroni_pearson,crispr_best_fdr,include_cnb,include_tmb,n_system_genes,n_features_tested,n_pairs_candidate,n_pairs_tested,n_pairs_skipped_low_pair_count,n_pairs_skipped_sparse_combo,n_pairs_failed,fdr_threshold,n_epistasis_pairs_fdr,n_epistasis_pairs_fdr05,epistasis_score_fraction_fdr,epistasis_score_fraction_fdr05,epistasis_score_fraction_tested_fdr,epistasis_score_mean_neglog10p,epistasis_score_max_neglog10p,median_abs_interaction_beta,mean_delta_r2
Cisplatin,Checkpoint-regulated DNA repair,0.0075228372109104,1.0,0.0339955220918702,True,True,41,118,6790,3416,3359,15,0,0.1,0,0,0.0,0.0,0.0,0.3868716728897065,4.170933236131172,0.019474762144253862,0.0010671502038335603
Cisplatin,Ubiquitin regulation of p53 activity,-0.209359203121429,1.059154198346235e-06,0.0128435787847395,True,True,9,25,277,119,158,0,0,0.1,0,0,0.0,0.0,0.0,0.3857205834698944,2.374537155427567,0.020421281343941007,0.0010957100383599827
Cisplatin,Nuclear transport,0.0766519417921946,1.0,0.4252962504076479,True,True,7,21,189,88,101,0,0,0.1,0,0,0.0,0.0,0.0,0.382871248247395,1.863823326531484,0.020636029325350594,0.0010503973334711177
Cisplatin,Regulation of androgen receptor signaling pathway,-0.0489534608899523,1.0,0.3192861186129078,True,True,5,14,78,62,16,0,0,0.1,0,0,0.0,0.0,0.0,0.37989664981420956,1.0695433192983554,0.02243543848903738,0.0009704939213335083
Cisplatin,Lymphoid JAK/STAT signaling,-0.0150778560658227,1.0,0.5261376449570124,True,True,16,47,1035,420,609,6,0,0.1,0,0,0.0,0.0,0.0,0.37939401595139466,2.2741034240723903,0.023353660655139503,0.0010311642691864416
Cisplatin,Chromatin binding,0.0666589131863908,1.0,0.0026913874498914,True,True,91,262,33938,17986,15904,48,0,0.1,0,0,0.0,0.0,0.0,0.3770686383231604,5.062322231578546,0.01964258017637218,0.0010325035237589634
Cisplatin,TNFR/Traf signaling,-0.0584750126349216,1.0,0.4105202351845146,True,True,12,36,594,258,336,0,0,0.1,0,0,0.0,0.0,0.0,0.37629069317793457,2.0040521317840003,0.020968939765932837,0.001023745209535843
Cisplatin,Actin cytoskeleton,-0.0166812370579389,1.0,0.3192861186129078,True,True,5,15,90,33,57,0,0,0.1,0,0,0.0,0.0,0.0,0.3759994384300754,1.3451969321344843,0.025743177109364853,0.0009738276218613347
Cisplatin,Regulation of TP53 Activity,0.0332785814926222,1.0,0.0276113858999552,True,True,11,33,495,255,238,2,0,0.1,0,0,0.0,0.0,0.0,0.3747844071153823,2.5474473839288874,0.01875547643099778,0.0010414662351720789
Cisplatin,NeST:163,0.0188266285476271,1.0,0.5106156259287853,True,True,7,21,189,103,86,0,0,0.1,0,0,0.0,0.0,0.0,0.372635001268006,2.005153478173764,0.01843947899997219,0.001032772595262097
Cisplatin,EGFR-MAPK signaling,0.0337904113073515,1.0,0.343744804344212,True,True,23,67,2146,1067,1077,2,0,0.1,0,0,0.0,0.0,0.0,0.37038669767740334,3.603138891330767,0.019971033407161772,0.0010017562858251206
Cisplatin,Positive regulators of transcription,0.0086054420409269,1.0,0.4040194593168256,True,True,15,43,862,475,386,1,0,0.1,0,0,0.0,0.0,0.0,0.3702745529084985,3.0429575351520213,0.018887056938550292,0.0009900001256321254
Cisplatin,Metabolism,0.0602809559746076,1.0,0.5979286031115645,True,True,18,53,1326,638,686,2,0,0.1,0,0,0.0,0.0,0.0,0.36815524767192875,2.733260257903944,0.01836320093915013,0.0009849405532413548
Cisplatin,Regulation of mRNA processing,-0.0215880136938636,1.0,0.5086659259970318,True,True,7,21,189,82,106,1,0,0.1,0,0,0.0,0.0,0.0,0.36678217535920776,1.405981003013242,0.02046041870971186,0.0009501428327945982
Cisplatin,Immune system,0.0717782787628423,1.0,0.9117647058823538,True,True,99,288,41047,15828,25051,168,0,0.1,0,0,0.0,0.0,0.0,0.3665705488956915,4.5284424789659035,0.020779353872958532,0.0009877848833041664
Cisplatin,Homologous recombination (HR) and Fanconi Anemia repair,0.1139104967363103,0.2228933811771618,1.1404670420862746e-12,True,True,29,86,3570,1848,1716,6,0,0.1,0,0,0.0,0.0,0.0,0.36642140763512593,3.1557199248339773,0.019206472604346353,0.0009924027541757068
Cisplatin,RNA processing 2,0.0386516919806791,1.0,0.0589891642555653,True,True,15,45,945,372,571,2,0,0.1,0,0,0.0,0.0,0.0,0.36613890562956575,1.9471380108351286,0.0214224879912479,0.0009749320442987257
Cisplatin,Histone acetyltransferase complex,-0.0980017197738291,0.910301754695798,0.2238981792111812,True,True,14,39,705,325,379,1,0,0.1,0,0,0.0,0.0,0.0,0.3661280791102596,3.476067608468383,0.018995549618184403,0.0010002570928900117
Cisplatin,RNA processing 1,0.1342510795994627,0.0284427023067759,0.0589891642555653,True,True,30,87,3657,1662,1984,11,0,0.1,0,0,0.0,0.0,0.0,0.3642044859381653,3.3175222573756247,0.019968024818315538,0.0009760843361828634
Cisplatin,Actin and actin-associated proteins,-0.0573995338478489,1.0,0.5350463079636895,True,True,5,15,90,42,48,0,0,0.1,0,0,0.0,0.0,0.0,0.36417357871524814,1.2763718570265192,0.0229808804081938,0.0009609697643731012
Cisplatin,Extracellular matrix organization,-0.0842097932345038,1.0,0.4179639351006795,True,True,13,38,666,276,389,1,0,0.1,0,0,0.0,0.0,0.0,0.36389893632685577,1.9012040616581123,0.020418601182896692,0.0009920059483039506
Cisplatin,Nuclear receptor signaling,-0.0523138029921546,1.0,0.6382179752759384,True,True,17,50,1176,650,526,0,0,0.1,0,0,0.0,0.0,0.0,0.3634659202528841,2.407591528278921,0.01937613710497741,0.0009804303316219413
Cisplatin,RNA metabolism,0.044528699036379,1.0,0.0070181807520399,True,True,22,65,2016,937,1076,3,0,0.1,0,0,0.0,0.0,0.0,0.3629327014724557,2.5480636074199103,0.02070492237219894,0.0009549758228212309
Cisplatin,HDACs deacetylate histones,0.1669420707611811,0.0005569184388189,0.4798507484011406,True,True,16,47,1035,576,459,0,0,0.1,0,0,0.0,0.0,0.0,0.36204193904132054,3.0429575351520213,0.02048499713325783,0.0009661007534391808
Cisplatin,Mediator/CCR-NOT complex,-0.1845419011187054,4.8651016059109153e-05,0.1243792246696636,True,True,9,27,324,169,155,0,0,0.1,0,0,0.0,0.0,0.0,0.3603190620161722,2.9121034136556556,0.019041297534910087,0.0009735024424553063
Cisplatin,Spliceosomal complex,-0.0800043916732225,1.0,0.1342473931628925,True,True,6,18,135,62,73,0,0,0.1,0,0,0.0,0.0,0.0,0.3595893878766323,1.4935473455801282,0.024087621386684074,0.0009666457133710207
Cisplatin,NeST:78,-0.1672888921422213,0.0005330322933099,0.1245016689428807,True,True,10,30,405,257,148,0,0,0.1,0,0,0.0,0.0,0.0,0.3570711384348492,1.8893833865458365,0.017891574391518433,0.0009490578110634596
Cisplatin,Beta-catenin,-0.0270820553465626,1.0,0.0983633828620763,True,True,5,14,78,40,38,0,0,0.1,0,0,0.0,0.0,0.0,0.3562127957748868,1.4854740654757614,0.020042064405295455,0.0009600438996678923
Cisplatin,Neg Regulation EGFR,-0.0281360157183923,1.0,0.3896709402223403,True,True,6,18,135,75,60,0,0,0.1,0,0,0.0,0.0,0.0,0.35616841385928244,1.8866598070378435,0.019357113334666196,0.0009482520108432639
Cisplatin,p53 regulation,0.1007824711509045,0.7202362383335774,0.1659952132594053,True,True,11,29,379,206,172,1,0,0.1,0,0,0.0,0.0,0.0,0.3557040543149847,3.0429575351520213,0.016894585050783346,0.0009680803610241034
Cisplatin,Actin filament-based process,-0.1475654369155712,0.0063047222874337,0.6924177532949252,True,True,11,33,495,199,296,0,0,0.1,0,0,0.0,0.0,0.0,0.355691246039685,2.4537227643920065,0.020563413425150993,0.0009483828497115599
Cisplatin,Ribosome abundance control,0.0568978881444128,1.0,0.3905142171265057,True,True,12,35,561,220,341,0,0,0.1,0,0,0.0,0.0,0.0,0.3526251062384012,1.9547533898458251,0.020633987130360736,0.0009060688452878657
Cisplatin,Regulation of nuclear protein ubiquitiation,-0.0255904676868503,1.0,0.2123006676550933,True,True,11,32,465,251,213,1,0,0.1,0,0,0.0,0.0,0.0,0.35203861421211585,1.9347191498240013,0.01932901845503987,0.0009314727762101456
Cisplatin,MAPK and MAP2K activation,0.0974565198347041,0.9510088902509216,0.4532661611824812,True,True,14,41,780,382,396,2,0,0.1,0,0,0.0,0.0,0.0,0.3513290443352495,2.2099252842313013,0.019005230562067363,0.0009281542731466875
Cisplatin,EGFR/PI3K signaling,-0.0896644241216194,1.0,0.6280560023218462,True,True,11,33,495,246,249,0,0,0.1,0,0,0.0,0.0,0.0,0.3509492132993128,2.8465861499122274,0.020994173443409526,0.0009306337360652829
Cisplatin,MutL alpha/beta complex,-0.1556007148936236,0.0023844971158217,0.0070251898825775,True,True,5,15,90,47,43,0,0,0.1,0,0,0.0,0.0,0.0,0.35017185321981775,1.9935132535685,0.018531754398414146,0.0009478527999254954
Cisplatin,Nucleolus,0.1835486889831081,5.604547915871727e-05,0.0104866919927151,True,True,34,98,4659,1956,2700,3,0,0.1,0,0,0.0,0.0,0.0,0.3473208308735814,3.3175222573756247,0.018993786072868488,0.000916264178664099
Cisplatin,Histone methyltransferase subcomplex,-0.069213602999121,1.0,0.1140482584404568,True,True,6,18,135,84,50,1,0,0.1,0,0,0.0,0.0,0.0,0.3446050377437768,1.8978970215472803,0.016843282066825692,0.0009028643565073243
Cisplatin,Cell-extracellular matrix interactions,-0.1630272762338718,0.000931093371624,0.7646694293837846,True,True,5,15,90,32,58,0,0,0.1,0,0,0.0,0.0,0.0,0.33886523282620984,2.4537227643920065,0.019845106709729745,0.0009309827676292314
Cisplatin,Ribosome biogenesis,-0.02593676904887,1.0,0.0013048433027423,True,True,18,50,1179,590,589,0,0,0.1,0,0,0.0,0.0,0.0,0.3231916582299089,2.0938318806574108,0.01670216312347078,0.0008359347250534912
Cisplatin,NeST:195,-0.1374535133735184,0.0200549254795634,0.237029015088582,True,True,6,18,135,80,55,0,0,0.1,0,0,0.0,0.0,0.0,0.3194167426646156,1.5860236962367618,0.016311228787984293,0.0008265163872345271
Cisplatin,PI3-K/Akt,-0.0721821517260098,1.0,0.3299863839095544,True,True,6,18,135,63,72,0,0,0.1,0,0,0.0,0.0,0.0,0.31938082631936415,1.394242390906936,0.021183975432746433,0.0007725903170526617
Cisplatin,Actin filaments,0.0291334686198842,1.0,0.5048278583371247,True,True,8,24,252,102,150,0,0,0.1,0,0,0.0,0.0,0.0,0.3190877752822804,1.2763718570265192,0.019272099946746307,0.0007914580672532703
Cisplatin,RPA complex associated proteins,-0.1484576990614217,0.0056725665493271,4.353969226509484e-05,True,True,6,18,135,84,51,0,0,0.1,0,0,0.0,0.0,0.0,0.3165980060512898,1.9249330333231087,0.01694498382838648,0.0008218332017447459
Cisplatin,Interferon signaling,-0.092354201114332,1.0,0.3250788117331274,True,True,8,24,252,70,172,10,0,0.1,0,0,0.0,0.0,0.0,0.3161925298270822,1.33974689845746,0.017852120995572665,0.0008011104701882837
Cisplatin,MHC class I including non-classical MHCs,0.02169441683032,1.0,0.7677997855513848,True,True,8,24,252,90,153,9,0,0.1,0,0,0.0,0.0,0.0,0.27704786368630985,1.518342290652456,0.019758416895597444,0.0006549914163061955
Cisplatin,Transcription coactivator activity,-0.1293236835478285,0.0482020027760656,0.5231588237357191,True,True,5,12,56,37,18,1,0,0.1,0,0,0.0,0.0,0.0,0.24621444678561924,1.096957472776403,0.01254438686427945,0.0005470179399783829
Cisplatin,Type I interferon signaling pathway,0.0195634246915833,1.0,0.4040194593168256,True,True,7,21,189,48,131,10,0,0.1,0,0,0.0,0.0,0.0,0.22824895323924407,1.0549863242765238,0.01371926444966079,0.0005196303083011717
Doxorubicin,RBL-TP53 complex,-0.0144801561417652,1.0,0.3162575580477773,True,True,5,15,90,50,40,0,0,0.1,2,2,0.022222222222222223,0.022222222222222223,0.04,0.4440929478726873,3.0249019409009854,0.03629801768837953,0.001217595053323617
Doxorubicin,Contractile fiber,0.0826222777227146,1.0,0.5510547531634511,True,True,5,15,90,34,56,0,0,0.1,1,1,0.011111111111111112,0.011111111111111112,0.029411764705882353,0.5042922279240077,2.670812863496556,0.05924976159133137,0.0014754184629324925
Doxorubicin,Type I interferon signaling pathway,0.119801131949354,0.0836029383827527,0.4040194593168256,True,True,7,21,189,49,132,8,0,0.1,2,2,0.010582010582010581,0.010582010582010581,0.04081632653061224,0.5446200922481839,2.5509266169197984,0.0596276079593886,0.0015833543585617035
Doxorubicin,NeST:80,0.1077741113423571,0.278513796472112,0.4718099527574322,True,True,7,21,189,97,92,0,0,0.1,2,2,0.010582010582010581,0.010582010582010581,0.020618556701030927,0.5295328898745514,3.0667543712078937,0.058462672468350345,0.0014952506759772896
Doxorubicin,NeST:49,0.1756389306748522,7.265010873269695e-05,0.4718099527574322,True,True,8,23,231,119,112,0,0,0.1,2,2,0.008658008658008658,0.008658008658008658,0.01680672268907563,0.49914076448948064,3.0667543712078937,0.057213672026739576,0.0013992534144368523
Doxorubicin,PI3-K/Akt,0.0554567073892203,1.0,0.3299863839095544,True,True,6,18,135,72,63,0,0,0.1,1,1,0.007407407407407408,0.007407407407407408,0.013888888888888888,0.4496263451925617,3.0872727483214852,0.047736360163431746,0.001228196408006415
Doxorubicin,Epithelial differentiation,0.0578713968991344,1.0,0.4506918891809878,True,True,8,24,252,127,125,0,0,0.1,1,1,0.003968253968253968,0.003968253968253968,0.007874015748031496,0.4333636241478873,3.2767196621560264,0.04456835460624117,0.0011694863587362182
Doxorubicin,Mediator/CCR-NOT complex,0.0909131462900019,1.0,0.1243792246696636,True,True,9,27,324,158,165,1,0,0.1,1,1,0.0030864197530864196,0.0030864197530864196,0.006329113924050633,0.567122038447438,3.5240714659590497,0.06537266446805876,0.0016896845009611186
Doxorubicin,Lymphoid JAK/STAT signaling,0.0211121477314077,1.0,0.5261376449570124,True,True,16,48,1080,459,615,6,0,0.1,3,3,0.002777777777777778,0.002777777777777778,0.006535947712418301,0.43888138952084277,3.3594893291397367,0.04592215023095381,0.0012038925017845775
Doxorubicin,EGFR/PI3K signaling,-0.0275554386166571,1.0,0.6280560023218462,True,True,11,33,495,258,237,0,0,0.1,1,1,0.00202020202020202,0.00202020202020202,0.003875968992248062,0.4400037223382854,3.583454183168573,0.050623593124548935,0.001186941575034051
Doxorubicin,Cell Proliferation,-0.0744578497829423,1.0,0.3303462570342721,True,True,14,41,780,334,442,4,0,0.1,1,1,0.001282051282051282,0.001282051282051282,0.0029940119760479044,0.4510472499705531,3.635587748173616,0.0455315474623377,0.0012495101198948856
Doxorubicin,Transcription factor (TF) binding,-4.820478766934731e-05,1.0,0.4440716629355108,True,True,14,42,819,473,345,1,0,0.1,1,1,0.001221001221001221,0.001221001221001221,0.0021141649048625794,0.42063927986025246,3.8405138009076323,0.045257717270509715,0.001124385431756297
Doxorubicin,Positive regulators of transcription,0.062614720697086,1.0,0.4040194593168256,True,True,15,43,862,481,378,3,0,0.1,1,1,0.001160092807424594,0.001160092807424594,0.002079002079002079,0.45159035974252787,3.7206054850466215,0.04330699436044056,0.0012252582580739302
Doxorubicin,CDK holoenzyme complex II,-0.14280479478635,0.0061516721905985,0.1433373151995567,True,True,17,49,1129,487,636,6,0,0.1,1,1,0.0008857395925597874,0.0008857395925597874,0.002053388090349076,0.4605619503873801,3.691529047856235,0.043033139977939,0.0012605805910062223
Doxorubicin,NeST:16,0.2301178596375999,7.085711350995893e-09,0.5752170125297349,True,True,22,64,1954,985,969,0,0,0.1,1,1,0.0005117707267144319,0.0005117707267144319,0.0010152284263959391,0.4547602583043468,4.800647314508066,0.04778937820636754,0.0012429517987066234
Doxorubicin,Lymphocyte activation,0.1018991190863135,0.4817516760693292,0.7462647155994996,True,True,39,115,6442,2461,3893,88,0,0.1,2,2,0.0003104625892579944,0.0003104625892579944,0.0008126777732629012,0.44424203868062867,4.811178364352045,0.04935991073550481,0.001187883326027177
Doxorubicin,Homologous recombination (HR) and Fanconi Anemia repair,-0.1895532539662852,8.597249431918641e-06,1.1404670420862746e-12,True,True,29,86,3570,1954,1611,5,0,0.1,1,1,0.00028011204481792715,0.00028011204481792715,0.0005117707267144319,0.46144685557864734,4.377490641749013,0.04622887716440196,0.0012681740901221306
Doxorubicin,Regulation of immune responses,-0.0159165315684194,1.0,0.9117647058823538,True,True,57,168,13863,5267,8465,131,0,0.1,3,3,0.00021640337589266391,0.00021640337589266391,0.000569584203531422,0.4401262373687007,4.31227003883764,0.04478956658090025,0.0011971103752017119
Doxorubicin,Chromatin binding,0.0477733631605322,1.0,0.0026913874498914,True,True,91,266,34984,18609,16315,60,0,0.1,1,1,2.8584495769494626e-05,2.8584495769494626e-05,5.373743887366328e-05,0.42885390113428434,5.497751115322202,0.0425438284396121,0.0011464530378888294
Doxorubicin,Endoplasmic Reticulum protein processing,-0.1724943031075221,0.0001154103136224,0.4509829392592724,True,True,6,18,135,78,57,0,0,0.1,0,0,0.0,0.0,0.0,0.5825611087148245,2.7810965014186193,0.05017995202384677,0.0017378462373304005
Doxorubicin,mTOR regulation of mRNA translation,0.0349068925195362,1.0,0.5170690929667775,True,True,5,15,90,46,44,0,0,0.1,0,0,0.0,0.0,0.0,0.5523351612996661,2.3933944767231727,0.05156105622224934,0.00161095653719926
Doxorubicin,mTOR regulation of autophagy/ribosome biogenesis,-0.0531631814746173,1.0,0.1742497663056277,True,True,8,24,252,124,128,0,0,0.1,0,0,0.0,0.0,0.0,0.5384402201864039,2.731038782848715,0.054241471357377787,0.0015304740272501513
Doxorubicin,Cohesin,0.1465045681874686,0.0038869281928077,0.0386132213618355,True,True,5,15,90,50,40,0,0,0.1,0,0,0.0,0.0,0.0,0.531221707544707,1.7573144797303668,0.04664024588516572,0.0015064227572032475
Doxorubicin,Mediator complex,0.2615419951371458,1.1780576514297536e-11,0.1243792246696636,True,True,6,18,135,73,61,1,0,0.1,0,0,0.0,0.0,0.0,0.5244401646996529,1.8437786817650375,0.06462482287492982,0.0015101056471296054
Doxorubicin,Interferon signaling,0.1284004029748013,0.0330468193624513,0.3250788117331274,True,True,8,24,252,76,168,8,0,0.1,0,0,0.0,0.0,0.0,0.5181303453428482,2.5509266169197984,0.049208120055110174,0.001466338199521706
Doxorubicin,Protein Transport,0.0436564006605951,1.0,0.167871834573049,True,True,15,45,945,548,397,0,0,0.1,0,0,0.0,0.0,0.0,0.5164962004112795,3.150659839261495,0.0464245836234531,0.0014798496588410747
Doxorubicin,Extended cohesin complex,0.1343355807786306,0.0168468866940925,0.0127014052567722,True,True,6,18,135,79,56,0,0,0.1,0,0,0.0,0.0,0.0,0.5161342179744196,1.7573144797303668,0.045356074101668184,0.0014377237680837096
Doxorubicin,MutS homologs,0.0080090506581326,1.0,0.0009215849600614,True,True,5,15,90,52,36,2,0,0.1,0,0,0.0,0.0,0.0,0.5114681106932493,2.2210606713508185,0.05242017372439815,0.0014663742262096908
Doxorubicin,NeST:195,-0.0161949824018269,1.0,0.237029015088582,True,True,6,18,135,83,52,0,0,0.1,0,0,0.0,0.0,0.0,0.4988379612810462,1.4621175079602546,0.05832899466960863,0.0013357457086594663
